Address,Age of annuitant 1,Age of annuitant 2,Air conditioning,Alarm,As built plan,"As property tenant or owner, insure your real estate: fire, theft, water damage, storm, ...",Asking price excluding VAT and excl. notary fees (excluding eventual registration fees on the ground),Asking price excluding registration fees and excl. notary fees,Attic,Attic accesible with fixed stairs,Available as of,Bathrooms,Bedroom 1 area,Bedroom 2 area,Bedroom 3 area,Bedroom 4 area,Bedroom 5 area,Bedrooms,Building condition,CO₂ emission,Cable TV,Cadastral income,Cellar,Cellar area,Conformity certification for fuel tanks,Connection to sewer network,Current monthly revenue,Depth of plot,Dining room,Dining room area,Disabled access,Distance to school,Distance to shop,Distance to transports,District or place name,Double glazing,Dressing room,EPC - Energy consumption,EPC score,Find the mortgage formula and a borrowing rate that suits you the best!,Fireplaces,Flat land,Furnished,Garden,Garden area,Heat pump,Heating,Indexed annuity,Indoor parking spaces,Inspection report of the electrical installation,Intercom,Isolated attic,Jacuzzi,Kitchen area,Kitchen setup,Latest land use designation,Laundry room,Life annuity type,Lift,Living room,Living room area,Monthly annuity,Monthly charges,Name of the building,Net floor area,Newly built,Number of dwellings,Number of floors,Number of frontages,Number of lives,Number of outbuildings,Number of rooms,Office,Office area,Orientation,Orientation terrace,Outdoor parking spaces,Photovoltaic solar panels,Planning permission obtained,Plot area,Plot to front,Plot to rear,Possible priority purchase right,Proceedings for breach of planning regulations,Reference number of the EPC report,Reinforced door,Requested sale price,Reversionary annuity,Sauna,Setting,Shower rooms,Subdivision permit,Swimming pool,Tenement building,Terrace,Terrace area,Theoretical total energy consumption,Thermic solar panels,"To ensure your payments and your family safety in case of early death, you can take a Decreasing life insurance.",Toilets,Town planning,Type of flood-risk area,Value of the property,Width of plot to street,Width of street façade,Wooded land,Workspace,Workspace area,Year of construction
Rue Auguste Danse 58/0        | 1180 - Uccle,,,,yes,Not specified,Choose your home insurance,,,,,23/11/2017,2,12 m2,16 m2,20 m2,10 m2,9 m2,6,As new,46 kg CO2/m2,,"€ 3,202",,,,,,,yes,,,,,,Bruxelles (19 communes),,,217 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,4,"yes, conform",,,,,Hyper-equipped,,,,,,,,,,190 m2,,,2,4,,,,yes,,,,3,,Not specified,"1,000 m2",,,Not specified,Not specified,E HELP,,"€ 975,000",,,Urban,,Not specified,,,yes,,,,Insure your mortgage loan,3,,Property located in a non-flood zone,,,,,,,
Klein Sinaaistraat 43        | 9190 - MOERBEKE,,,,,no,Choose your home insurance,,,,,Upon exchange of deeds,1,,,,,,3,Good condition,,,€ 999,,,,,,37,,,,,,,,yes,,753 kWh/m2,,Calculate your monthly installment,,,,yes,655 m2,,,,2,"yes, conform",,,,,Installed,Not specified,,,,yes,32 m2,,,,150 m2,,,,4,,,,yes,15 m2,West,,5,,yes,805 m2,,,no,no,,,"€ 299,000",,,landscape,,yes,,,yes,37 m2,,,Insure your mortgage loan,1,,Property located in a non-flood zone,,22,11 m,,,,1977
Alboom 42        | 1780 - Wemmel,,,,,Not specified,Choose your home insurance,,,"180,206 m2",,,,19 m2,12 m2,19 m2,,,3,Good condition,,,€ 909,,,not specified,yes,,,,,,,,,,yes,,268 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,,"yes, not conform",,,,6 m2,,"Living area (residential, urban or rural)",,,,yes,40 m2,,,,139 m2,,,1,2,,,,,,,,,,Not specified,60 m2,,,no,no,20130424-0001351200-0000002-3 HELP,,"€ 275,000",,,Residential,,no,,,,,,,Insure your mortgage loan,,,Property located in a non-flood zone,,5,5 m,,,,1935
Vaartstraat 154        | 2520 - Ranst,,,,,no,Choose your home insurance,,,,,,1,,,,,,3,Good condition,,,€ 986,yes,,,,,,,,,,,,,yes,,153 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,2,"yes, conform",,,,,,"Living area (residential, urban or rural)",,,,,,,,,260 m2,,,2,4,,,,yes,,North,,8,,yes,"1,736 m2",,,no,no,,,"€ 545,000",,,,,no,,,yes,30 m2,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,,,,,,1971
Meerlaanstraat 12        | 9300 - Aalst,,,,,Not specified,Choose your home insurance,,,11 m2,,Upon exchange of deeds,1,19 m2,9 m2,,,,2,Good condition,,,€ 513,,,,,,,,,,,,,,yes,,306 kWh/m2,,Calculate your monthly installment,,,,yes,100 m2,,Gas,,,,,,,11 m2,,Not specified,,,,yes,27 m2,,,,120 m2,,,2,3,,,,,,,,,,yes,190 m2,,,no,no,,,"€ 189,000",,,Urban,,no,,,yes,75 m2,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,5,5 m,,,,1930
1950 Kraainem        |          Ask for the exact address,,,,yes,Not specified,Choose your home insurance,,,,,01/05/2018,3,24 m2,16 m2,14 m2,11 m2,11 m2,5,As new,,,"€ 2,860",yes,30 m2,,yes,,41,,,,250 m,50 m,,Est de Bruxelles + VL,yes,,116 kWh/m2,,Calculate your monthly installment,,,,yes,300 m2,,Gas,,2,no,,,,6 m2,Hyper-equipped,Not specified,,,,yes,50 m2,,,,246 m2,,,3,2,,,,yes,,,,,,Not specified,400 m2,,,Not specified,Not specified,20090506-0000165505-00000017-9 HELP,,"€ 1,000,000",,,Isolated,1,Not specified,,,yes,20 m2,,,Insure your mortgage loan,3,,Property located in a non-flood zone,,6.49,649 m,,,,2010
Ijzerenwegstraat 36        | 2830 - Willebroek,,,,,no,Choose your home insurance,,,,,Upon exchange of deeds,1,19 m2,9 m2,,,,2,To be renovated,"1,000 kg CO2/m2",,€ 257,,,,,,23,yes,11 m2,,,,,,,,565 kWh/m2,,Calculate your monthly installment,,,,yes,65 m2,,Gas,,,"yes, not conform",,,,17 m2,Semi-equipped,"Living area (residential, urban or rural)",,,,,,,,,107 m2,,,2,2,,,,,,South-West,,,,Not specified,115 m2,,,Not specified,Not specified,20171205-0002015974-1 HELP,,"€ 127,000",,,,,Not specified,,,,,,,Insure your mortgage loan,1,,Property located in a non-flood zone,,5,5 m,,,,
Kapucijnenstraat 30        | 3300 - Tienen,,,,,Not specified,Choose your home insurance,,,42 m2,,Upon exchange of deeds,1,16 m2,14 m2,7 m2,11 m2,,4,To be done up,,yes,€ 852,yes,80 m2,no,yes,,36,yes,,,,,,Regio Tienen,yes,,537 kWh/m2,,Calculate your monthly installment,,,,yes,145 m2,,Gas,,,"yes, not conform",,,,16 m2,Semi-equipped,"Living area (residential, urban or rural)",,,,yes,40 m2,,,,175 m2,,,2,2,,,,yes,,,,,,yes,225 m2,,,no,no,20160712-0001879576-1 HELP,,"€ 189,950",,,Residential,,no,,,yes,,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,6.2,6·2 m,,,,1950
Begaardenbosstraat 33        | 3800 - SINT-TRUIDEN,,,,,no,Choose your home insurance,,,,,bij akte na betaling - bij akte na betaling - bij,1,13 m2,8 m2,6 m2,,,2,Good condition,,,€ 644,,,,,,42,,,,"8,000 m","1,500 m",38 m,,yes,,273 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,2,"yes, not conform",,,,12 m2,Semi-equipped,Not specified,,,,,,,,,158 m2,,,,3,,,,,,South-West,,1,,Not specified,453 m2,,,no,Not specified,20121203-0001261598-0000003-6 HELP,,"€ 239,000",,,Urban,,yes,,,yes,30 m2,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,14,9 m,,,,1996
Ijzerstraat 17        | 3300 - Tienen,,,,,Not specified,Choose your home insurance,,,40 m2,,Upon exchange of deeds,1,14 m2,,,,,3,To be renovated,,yes,€ 991,yes,95 m2,no,yes,,6,yes,18 m2,,,,,Regio Tienen,yes,,741 kWh/m2,,Calculate your monthly installment,,,,yes,45 m2,,Gas,,,"yes, not conform",,,,,Installed,"Living area (residential, urban or rural)",,,,yes,23 m2,,,,215 m2,,,2,3,,,,yes,60 m2,,,1,,no,155 m2,,,no,no,,,"€ 289,000",,,Urban,,no,,,yes,45 m2,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,23.5,17·6 m,,,,1936
Rue des Hayettes 5        | 4577 - VIERSET-BARSE,,,,yes,no,Choose your home insurance,,,,,Upon exchange of deeds,1,,,,,,4,To be done up,63 kg CO2/m2,,€ 939,yes,,,,,58,,,,,,,,yes,,253 kWh/m2,,Calculate your monthly installment,1,,,yes,"1,854 m2",,Fuel,,1,"yes, conform",,,,,Installed,,,,,yes,42 m2,,,,206 m2,,,,4,,,,yes,,South-West,,3,,Not specified,"1,964 m2",,,Not specified,Not specified,20170725014527 HELP,,"€ 320,000",,,,1,Not specified,,,yes,20 m2,"52,287 kWh/year",,Insure your mortgage loan,2,,,,33,15 m,,,,1998
Hortensiastraat 41        | 3530 - Houthalen-Helchteren,,,,,no,Choose your home insurance,,,,,bij akte na betaling - bij akte na betaling - bij,2,21 m2,15 m2,14 m2,12 m2,9 m2,6,Good condition,,,€ 607,,,"yes, conform",,,12,yes,35 m2,,450 m,750 m,400 m,,yes,,479 kWh/m2,,Calculate your monthly installment,,,,,,,,,1,"yes, not conform",,,,14 m2,Installed,Not specified,,,,yes,35 m2,,,,202 m2,,,4,4,,,,,,North,,,,yes,"1,192 m2",,,no,Not specified,20171003-0001992170-1 HELP,,"€ 355,000",,,,,no,,,yes,31 m2,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,,,,,,1960
Grensstraat 44-46        | 2150 - Borsbeek,,,,,no,Choose your home insurance,,,,,Overeen te komen - A convenir - To be established,2,,,,,,2,Good condition,,,"€ 1,210",yes,,,,,45,,,,,,,,yes,,363 kWh/m2,,Calculate your monthly installment,,,,yes,540 m2,,Gas,,6,,,,,,,"Living area (residential, urban or rural)",,,,,,,,,175 m2,,,1,2,,,,yes,,North,,,,yes,638 m2,,,no,no,2001432 HELP,,"€ 409,900",,,,,no,,yes,yes,,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,18,12 m,,,,1947
Rue Saint-Quentin 22        | 1000 - Bruxelles,,,,yes,Not specified,Choose your home insurance,,,,,Immediately,2,11 m2,17 m2,35 m2,,,3,Just renovated,58 kg CO2/m2,yes,€ 676,yes,,,yes,,,,,,500 m,250 m,,Bruxelles (19 communes),yes,,270 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,,"yes, conform",yes,,,11 m2,Hyper-equipped,,,,,yes,17 m2,,,,180 m2,,,2,2,,,,yes,,,,,,Not specified,58 m2,,,Not specified,Not specified,,,"€ 499,000",,,Urban,2,Not specified,,,yes,13 m2,,,Insure your mortgage loan,2,,,,4.5,4·5 m,,,,1900
Rue de Hennin 19        | 1050 - Ixelles,,,,,Not specified,Choose your home insurance,,,,,Upon exchange of deeds,4,,,,,,7,,88 kg CO2/m2,,"€ 1,440",,,,yes,,25,,,,500 m,20 m,20 m,Flagey - Louise,,,444 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,,"yes, not conform",yes,,,,USA Installed,"Living area (residential, urban or rural)",,,,,,,,,350 m2,,4,3,2,,,,,,,,,,Not specified,150 m2,,,Not specified,Not specified,,,"€ 880,000",,,Urban,,Not specified,,yes,yes,,,,Insure your mortgage loan,5,,,,6,6·18 m,,,,1912
Chaussée de Charleroi 372        | 6220 - Fleurus,,,,,no,Choose your home insurance,,,,,Upon exchange of deeds,,,,,,,3,Good condition,,,€ 401,yes,,,,,,,,,,,,,yes,,554 kWh/m2,,Calculate your monthly installment,,,,,,,Fuel,,,"yes, not conform",,,,,USA Installed,,,,,,,,,,100 m2,,,,2,,,,,,,,,,Not specified,85 m2,,,Not specified,Not specified,20171124004924 HELP,,"€ 124,900",,,,,Not specified,,,yes,20 m2,,,Insure your mortgage loan,,,,,,,,,,
Rue du Bois de Feluy 13 A        | 7190 - Marche-lez-Ecaussinnes,,,,yes,Not specified,Choose your home insurance,,,,,A l'acte,1,28 m2,18 m2,18 m2,13 m2,10 m2,5,As new,42 kg CO2/m2,yes,€ 894,,,not specified,yes,,,yes,15 m2,,,,,Marche-lez-ecaussinnes,yes,,222 kWh/m2,,Calculate your monthly installment,1,,,,,,Gas,,1,"yes, not conform",,,,19 m2,,"Living area (residential, urban or rural)",yes,,,yes,39 m2,,,,267 m2,,,,4,,,,yes,45 m2,South-West,,5,,Not specified,"1,486 m2",,,no,no,20170821015726 HELP,,"€ 465,000",,,Residential,1,Not specified,,,yes,35 m2,"41,864 kWh/year",,Insure your mortgage loan,2,,Property located in a non-flood zone,,,,,,45 m2,1992
Fontenaille 14        | 6661 - Houffalize Mont,,,,,Not specified,Choose your home insurance,,,,,Upon exchange of deeds,1,,,,,,3,To be done up,109 kg CO2/m2,,€ 413,,,,,,,,,,,,,HOUFFALIZE,,,440 kWh/m2,,Calculate your monthly installment,,,,,,,Fuel,,2,"yes, not conform",,,,,Semi-equipped,,,,,yes,,,,,205 m2,,,1,4,,,,,,,,2,,Not specified,300 m2,,,Not specified,Not specified,20161019017816 HELP,,"€ 170,000",,,Country,,Not specified,,,yes,,"90,184 kWh/year",,Insure your mortgage loan,2,,,,,,,,,1950
Jachtstraat 10        | 3740 - Bilzen,,,,,no,Choose your home insurance,,,,,Huurovereenkomst te respecteren - Obligation locat,1,15 m2,15 m2,12 m2,11 m2,,4,Good condition,,,"€ 1,043",,,"yes, conform",,,,yes,34 m2,,"3,000 m","1,200 m",450 m,,yes,,304 kWh/m2,,Calculate your monthly installment,,,,,,,,,,,,,,,Semi-equipped,Not specified,,,,yes,34 m2,,,,209 m2,,,3,4,,,,,,East,,,,yes,977 m2,,,no,no,20170206-0001930586-1 HELP,,"€ 320,000",,,,1,yes,,,yes,,,,Insure your mortgage loan,2,,Possible flood zone,,,12 m,,,,1977
Grand' Place 33        | 4800 - Verviers Ensival,,,,,Not specified,Choose your home insurance,,,30 m2,,Upon exchange of deeds,1,22 m2,14 m2,22 m2,14 m2,,4,To be done up,"9,635 kg CO2/m2",yes,€ 480,yes,,,yes,,,yes,21 m2,,300 m,,,,yes,,323 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,,"yes, conform",,,,21 m2,Uninstalled,,,,,yes,25 m2,,,,160 m2,,,2,2,,,,,,,,,,Not specified,63 m2,,,Not specified,Not specified,20180117019037 HELP,,"€ 159,000",,,Urban,,Not specified,,,yes,15 m2,"52,702 kWh/year",,Insure your mortgage loan,1,,,,,,,,,
Tongersesteenweg 47        | 3720 - Kortessem,,,,,no,Choose your home insurance,,,,,bij akte na betaling - bij akte na betaling - bij,1,15 m2,13 m2,9 m2,,,3,To be renovated,,,,,,,,,124,,,,779 m,,214 m,,,,,,Calculate your monthly installment,,,,,,,Gas,,2,,,,,,Uninstalled,Not specified,,,,yes,74 m2,,,,195 m2,,,,4,,,,yes,10 m2,South-West,,,,Not specified,503 m2,,,yes,Not specified,,,"€ 349,000",,,,,yes,,,yes,,,,Insure your mortgage loan,2,,,,16.78,,,,,
1430 Bierghes        |          Ask for the exact address,65,63,yes,yes,Not specified,Choose your home insurance,,,80 m2,yes,,1,16 m2,16 m2,13 m2,12 m2,,4,As new,40 kg CO2/m2,yes,"€ 1,236",,,,yes,,,,,yes,,,,,yes,,161 kWh/m2,,,,yes,,yes,,,Fuel,yes,1,"yes, conform",yes,,,20 m2,Installed,"Living area (residential, urban or rural)",yes,Bare ownership sale,,yes,40 m2,€ 465,,,152 m2,,1,2,3,2,,,yes,16 m2,South,South,3,,yes,"1,202 m2",,,no,no,20170731000803 HELP,yes,,yes,,Residential,,yes,,,yes,60 m2,"38,700 kWh/year",,,2,,Property located in a non-flood zone,"€ 350,000",,,,,,2004
Romain Defeuterstraat 24        | 3970 - Leopoldsburg,,,,,no,Choose your home insurance,,,,,bij akte na betaling - bij akte na betaling - bij,1,16 m2,13 m2,8 m2,,,3,To be done up,,,,yes,,,,,,yes,33 m2,,700 m,450 m,87 m,,yes,,723 kWh/m2,,Calculate your monthly installment,1,,,yes,11 m2,,Electric,,1,"yes, not conform",,,,16 m2,Semi-equipped,Not specified,,,,yes,32 m2,,,,214 m2,,,3,3,,,,,,North-West,,,,Not specified,165 m2,,,yes,Not specified,20130428-0001358951-00000008-5 HELP,,"€ 159,000",,,Urban,,yes,,,yes,,,,Insure your mortgage loan,1,,Property located in a non-flood zone,,,7 m,,,,
Place du Vieux Marché 16        | 7850 - Enghien,,,,,Not specified,Choose your home insurance,,,,,A l'acte,1,19 m2,19 m2,14 m2,,,3,To be renovated,66 kg CO2/m2,yes,"€ 1,254",yes,,not specified,yes,,,,,,,,,Enghien,yes,,359 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,,"yes, conform",,,,6 m2,,,,,,,,,,,80 m2,,,,2,,,,,,,,1,,Not specified,267 m2,,,Not specified,no,20171222012386 HELP,,"€ 195,000",,,Urban,,Not specified,,yes,yes,,"56,153 kWh/year",,Insure your mortgage loan,2,,,,,4 m,,,,1930
Hasseltsesteenweg 693        | 3700 - Tongeren,,,,,no,Choose your home insurance,,,,,bij akte na betaling - bij akte na betaling - bij,,17 m2,14 m2,11 m2,,,3,Good condition,,,€ 535,,,"yes, conform",,,67,,,,"3,000 m","1,000 m",200 m,,yes,,516 kWh/m2,,Calculate your monthly installment,,,,,,,,,2,"yes, not conform",,,,21 m2,Installed,Not specified,,,,,,,,,168 m2,,,1,3,,,,,,Northeast,,10,,Not specified,"1,177 m2",,,no,no,20170831-0001984345-1 HELP,,"€ 229,000",,,Country,1,yes,,,yes,,,,Insure your mortgage loan,,,Possible flood zone,,18.74,,,,,1907
Chaussée de Ramioul 46        | 4480 - EHEIN,,,,,no,Choose your home insurance,,,,,Upon exchange of deeds,1,,,,,,2,As new,,,"€ 1,203",yes,,,,,55,,,,,,,,yes,,173 kWh/m2,,Calculate your monthly installment,,,,yes,400 m2,,Fuel,,2,no,,,,,Installed,,,,,yes,33 m2,,,,100 m2,,,,4,,,,,,South,,,,Not specified,866 m2,,,Not specified,Not specified,2016111600 HELP,,"€ 259,000",,,,1,Not specified,,,yes,50 m2,"36,874 kWh/year",,Insure your mortgage loan,1,,,,16,,,,,2004
Avenue Général Patton 58        | 6700 - Arlon,,,,,Not specified,Choose your home insurance,,,,,Upon exchange of deeds,1,14 m2,12 m2,15 m2,10 m2,12 m2,5,Good condition,88 kg CO2/m2,,"€ 1,566",yes,,,yes,,,,,,,,,ARLON,,,483 kWh/m2,,Calculate your monthly installment,,,,yes,193 m2,,Gas,,4,"yes, not conform",yes,,,14 m2,Semi-equipped,,,,,yes,27 m2,,,,167 m2,,,3,2,,,,,,,,1,,Not specified,360 m2,,,Not specified,Not specified,20161025005550 HELP,,"€ 290,000",,,Urban,1,Not specified,,,,,"110,369 kWh/year",,Insure your mortgage loan,2,,,,,,,,,1958
Rue de Wand 148        | 1020 - Laeken,,,,yes,Not specified,Choose your home insurance,,,20 m2,,Upon exchange of deeds,1,22 m2,16 m2,,,,3,Good condition,37 kg CO2/m2,,"€ 2,265",yes,35 m2,no,,,,yes,22 m2,,,,,BRUXELLES NORD,yes,,172 kWh/m2,,Calculate your monthly installment,,,,yes,75 m2,,Gas,,,"yes, conform",,,,15 m2,Installed,,,,,yes,18 m2,,,,226 m2,,,4,2,,,,yes,60 m2,,,,,Not specified,161 m2,,,Not specified,Not specified,,,"€ 329,000",,,Mall,,Not specified,,yes,yes,22 m2,,,Insure your mortgage loan,3,,,,,,,,,1934
rue Thiéfry 37        | 1030 - Schaerbeek,,,,,Not specified,Choose your home insurance,,,228 m2,,15/06/2018,3,14 m2,12 m2,12 m2,11 m2,,4,Good condition,86 kg CO2/m2,,€ 900,yes,8 m2,,,,,,,,,,,,yes,,431 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,,"yes, not conform",,,,12 m2,Installed,,,,,yes,24 m2,,,,197 m2,,,5,2,,,,,,,,,,Not specified,80 m2,,,Not specified,Not specified,0 HELP,,"€ 369,000",,,Urban,1,Not specified,,,yes,,,,Insure your mortgage loan,4,,,,,,,,,1930
Avenue Orban 168        | 1150 - Woluwe-Saint-Pierre,,,,yes,Not specified,Choose your home insurance,,,,,Upon exchange of deeds,3,30 m2,19 m2,19 m2,15 m2,9 m2,5,As new,41 kg CO2/m2,yes,"€ 4,065",yes,,,yes,,,,,,600 m,,,,yes,,205 kWh/m2,,Calculate your monthly installment,,,,yes,161 m2,,Gas,,1,"yes, conform",yes,,,15 m2,Hyper-equipped,"Living area (residential, urban or rural)",,,,yes,60 m2,,,,380 m2,,,2,3,,,,yes,,,,1,,yes,283 m2,,,no,no,,,"€ 940,000",,,Residential,2,yes,,,yes,31 m2,,,Insure your mortgage loan,4,,Property located in a non-flood zone,,10,28 m,,,30 m2,1936
Vlasstraat 11        | 9100 - SINT-NIKLAAS,,,,,no,Choose your home insurance,,,,,Overeen te komen - A convenir - To be established,1,,,,,,3,Good condition,"1,000 kg CO2/m2",,€ 810,,,,,,45,,,,,,,,yes,,333 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,1,"yes, not conform",,,,,Installed,Not specified,,,,yes,63 m2,,,,210 m2,,,,3,,,,,,Southeast,,,,yes,438 m2,,,no,no,2008535 HELP,,"€ 358,000",,,,,yes,,,,,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,10,,,,,1978
Opgeëistenstraat 63        | 9600 - Ronse,,,,,no,Choose your home insurance,,,,,,1,15 m2,14 m2,,,,2,Good condition,,,€ 349,,,,,,,,,,,,,,yes,,255 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,,,,,,11 m2,Installed,Not specified,,,,,,,,,141 m2,,,,2,,,,yes,,,,,,Not specified,90 m2,,,Not specified,Not specified,,,"€ 125,000",,,,,Not specified,,,,,,,Insure your mortgage loan,1,,,,,,,,,
Vaartstraat 134        | 2830 - Willebroek,,,,,no,Choose your home insurance,,,,,Upon exchange of deeds,1,16 m2,9 m2,,,,2,To be done up,"1,000 kg CO2/m2",,€ 270,yes,,,,,31,yes,10 m2,,651 m,"1,100 m",51 m,,,,638 kWh/m2,,Calculate your monthly installment,,,,yes,40 m2,,Gas,,,"yes, not conform",,,,7 m2,Semi-equipped,"Living area (residential, urban or rural)",,,,yes,21 m2,,,,75 m2,,,2,2,,,,,,Northeast,,,,no,111 m2,,,Not specified,no,20170810-0001984235-1 HELP,,"€ 139,000",,,,,no,,,,,,,Insure your mortgage loan,1,,Property located in a non-flood zone,,4.2,,,,,1919
Vennestraat 385        | 3600 - Genk,,,,,no,Choose your home insurance,,,,,bij akte na betaling - bij akte na betaling - bij,1,17 m2,16 m2,14 m2,11 m2,,4,Good condition,,,€ 614,yes,,,,,68,yes,37 m2,,"4,400 m",650 m,150 m,,yes,,261 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,,"yes, not conform",,,,14 m2,Installed,Not specified,,,,,,,,,224 m2,,,4,2,,,,,,Southeast,,,,Not specified,737 m2,,,no,Not specified,20170409-000195-0522-1 HELP,,"€ 249,000",,,,,Not specified,,,,,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,6.7,,,,,1930
Sint-Truidensesteenweg 677        | 3300 - Tienen,,,,yes,Not specified,Choose your home insurance,,,,,,1,21 m2,13 m2,13 m2,7 m2,,4,As new,,yes,€ 906,,,,yes,,,,,,"2,000 m","2,000 m",5 m,,yes,yes,160 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,1,"yes, conform",,,,13 m2,Installed,"Living area (residential, urban or rural)",,,,yes,32 m2,,,,165 m2,,,3,3,,1,,,,South,South,5,,yes,"1,042 m2",,,Not specified,no,,,"€ 330,000",,,,,Not specified,,,yes,30 m2,,,Insure your mortgage loan,2,,,,,,,,,2008
Chaussée de Louvain 106        | 1300 - Wavre,,,,,Not specified,Choose your home insurance,,,47 m2,,Upon exchange of deeds,1,28 m2,19 m2,18 m2,25 m2,12 m2,5,To be renovated,75 kg CO2/m2,,"€ 1,668",yes,30 m2,,,,,,,,250 m,50 m,,Wavre,,,515 kWh/m2,,Calculate your monthly installment,,,,yes,200 m2,,Gas,,1,"yes, not conform",,,,23 m2,Uninstalled,,,,,yes,50 m2,,,,300 m2,,,2,2,,,,,,,,1,,Not specified,305 m2,,,Not specified,Not specified,2017 HELP,,"€ 350,000",,,Residential,,Not specified,,,,,not specified,,Insure your mortgage loan,2,,Property located in a non-flood zone,,,,,,,1935
Boomstraat 83        | 2880 - Bornem,,,,,no,Choose your home insurance,,,,,Upon exchange of deeds,2,16 m2,11 m2,10 m2,,,4,Good condition,,,"€ 1,907",yes,,,,,30,,,,,,,,yes,,233 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,,"yes, conform",,,,16 m2,Hyper-equipped,"Living area (residential, urban or rural)",,,,yes,45 m2,,,,290 m2,,,3,2,,,,,,East,,,,yes,100 m2,,,yes,no,20130423-0001355609-00000008-3 HELP,,"€ 545,000",,,,,no,,yes,yes,30 m2,,,Insure your mortgage loan,3,,Property located in a non-flood zone,,4.5,,,,,1979
Avenue Winston Churchill 81        | 1180 - Uccle,,,,yes,no,Choose your home insurance,,,,,13/12/2017,2,25 m2,20 m2,20 m2,15 m2,15 m2,5,As new,106 kg CO2/m2,yes,,yes,,,yes,,,yes,60 m2,yes,100 m,,,Bruxelles Sud-Est,yes,,406 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,2,"yes, not conform",yes,,,25 m2,USA Hyper-equipped,"Living area (residential, urban or rural)",,,,yes,50 m2,,,,520 m2,,,4,2,,,,yes,,,,1,,Not specified,235 m2,,,no,no,20171109.0000515693-01-8 HELP,,"€ 1,495,000",,,Urban,,Not specified,,,yes,51 m2,,,Insure your mortgage loan,4,,Property located in a non-flood zone,,6.4,6·4 m,,,150 m2,1900
1180 Uccle        |          Ask for the exact address,,,,yes,Not specified,Choose your home insurance,,,,,31/10/2017,3,7 m2,10 m2,12 m2,,,4,Good condition,58 kg CO2/m2,,"€ 2,517",yes,,,,,,yes,,,,,,Bruxelles Sud,yes,,291 kWh/m2,,Calculate your monthly installment,,,,yes,430 m2,,Gas,,,"yes, not conform",,,,13 m2,Hyper-equipped,,,,,yes,33 m2,,,,160 m2,,,2,3,,,,,,,,4,,Not specified,692 m2,,,Not specified,Not specified,1 HELP,,"€ 715,000",,,Isolated,,Not specified,,,yes,25 m2,,,Insure your mortgage loan,3,,,,,15 m,,,,1959
Cinquant 26        | 7890 - Ellezelles,,,,,no,Choose your home insurance,,,,,Upon exchange of deeds,1,18 m2,13 m2,13 m2,12 m2,,4,,"1,000 kg CO2/m2",,€ 643,yes,,,,,46,,,,,,,,yes,,497 kWh/m2,,Calculate your monthly installment,,,,,,,Fuel,,3,"yes, not conform",,,,29 m2,Installed,,,,,yes,39 m2,,,,253 m2,,,,4,,,,yes,11 m2,Northeast,,,,Not specified,"3,968 m2",,,Not specified,no,20170427022671 HELP,,"€ 350,000",,,,,Not specified,,,yes,40 m2,,,Insure your mortgage loan,1,,,,40,27 m,,,,1977
Rue de la Treille 35        | 4000 - Liège,,,,,Not specified,Choose your home insurance,,,,,Upon exchange of deeds,1,19 m2,16 m2,9 m2,,,3,As new,,yes,"€ 1,286",,,,yes,,,,,,,,,,yes,,214 kWh/m2,,Calculate your monthly installment,,,,yes,29 m2,,Gas,,1,,,,,12 m2,Hyper-equipped,,,,,yes,33 m2,,,,180 m2,,,2,2,,,,,,,,,,Not specified,207 m2,,,Not specified,Not specified,20170904015988 HELP,,"€ 299,000",,,Urban,,Not specified,,,yes,18 m2,"31,657 kWh/year",,Insure your mortgage loan,1,,,,,6 m,,,,1965
